State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Physical_Therapy,Occupational_Therapy,Speech_Pathology,Medical_Social,Home_Health_Aide,Date Certified,star_rating,timely_care,drug_use_training,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,improved_breathing,hosp_admission_rate,unplanned_er_care,readmitted_cases
MA,227203,STEWARD HOME CARE,30 PERWAL STREET,WESTWOOD,2090,7815515600,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/9/1981,2.5,90,97.6,70.7,66.3,17.9,12,Worse Than Expected
MA,227206,HOME HEALTH VNA INC,360 MERRIMACK STREET BUILD 9,LAWRENCE,1843,8009335593,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,9/8/1981,3.5,97.6,98.8,82.8,69,19.8,11.9,Worse Than Expected
MA,227207,PARTNERS HEALTHCARE AT HOME - HOME CARE,"281 WINTER STREET, SUITE 240",WALTHAM,2451,7812904000,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,10/8/1981,3.5,94.4,98.2,84.2,74.3,17.8,11.5,Worse Than Expected
MA,227211,AMEDISYS HOME HEALTH CARE,"529 MAIN STREET, SUITE 101",CHARLESTOWN,2129,7815476601,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/8/1982,4,98.5,99.4,72.9,82,17.3,11.5,Worse Than Expected
MA,227215,NIGHTINGALE VISITING NURSES,125 COUNTY STREET,TAUNTON,2780,5089670761,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,8/18/1982,2,94.3,96.6,49.9,41.5,17.2,10.1,Worse Than Expected
MA,227218,PERSONAL TOUCH HOME CARE OF MA,150 FRONT STREET,WEST SPRINGFIELD,1089,4137477344,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,1/13/1983,4,99.4,98.9,60.5,75.2,,,Not Available
MA,227219,GENTIVA HEALTH SERVICES,"2 SOUTH STREET, SUITE 180, BERKSHIRE COMMONS",PITTSFIELD,1201,4134433525,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/1/1983,4,98.3,98.5,89.6,82.2,15.4,17.7,Same As Expected
MA,227224,GENTIVA HEALTH SERVICES,2069 ROOSEVELT AVENUE,SPRINGFIELD,1104,4137331132,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/15/1983,3,97.5,98.5,74.8,72.5,,,Not Available
MA,227241,NVNA AND HOSPICE,120 LONGWATER CIRCLE,NORWELL,2061,7816592342,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,7/31/1985,4.5,98.4,100,91.8,78.4,18.3,10.7,Same As Expected
MA,227247,NOBLE VISITING NURSE,"77 MILL STREET, SUITE 207",WESTFIELD,1085,4135627049,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,10/20/1987,2.5,91.3,89.2,89.2,72.9,17.7,14.7,Same As Expected
MA,227260,KINDRED AT HOME,"275 MARTINE STREET, SUITE 104",FALL RIVER,2723,5086720675,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/8/1991,4.5,99.5,100,80,74.6,17.1,12,Worse Than Expected
MA,227263,ALL CARE VNA-GREATER LYNN INC,210 MARKET STREET,LYNN,1901,7815982454,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,10/24/1991,3.5,98.2,98.4,81,74.1,17.6,12.7,Worse Than Expected
MA,227269,CARETENDERS,"29 CRAFTS STREET, SUITE 330",NEWTON,2458,6173325015,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/11/1992,4.5,98.2,97,85.9,76.2,16.4,13.2,Same As Expected
MA,227280,PERSONAL TOUCH HOME AIDES,"68 TADMUCK ROAD , SUITE 5",WESTFORD,1886,9782510170,Proprietary,TRUE,FALSE,TRUE,FALSE,TRUE,9/21/1993,3.5,93.2,96.2,70,82.9,21.2,22.7,Same As Expected
MA,227466,BAYADA NURSES,750  ATTUCKS LANE,HYANNIS,2601,5087788800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/11/1998,3.5,97.7,99.6,77.1,74.6,15.3,15.3,Same As Expected
MA,227467,"MULTICULTURAL HOME CARE, INC","330 THE LYNNWAY, SUITE 103",LYNN,1902,7815937174,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/5/1998,3,90.4,90.7,65.9,48.5,14.4,12.5,Same As Expected
MA,227283,WHITTIER HOME HEALTH CARE AGENCY,145 WARD HILL,HAVERHILL,1835,9783746300,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/7/1993,4,98.6,98.3,81.5,69.8,16.7,10.4,Worse Than Expected
MA,227288,AMEDISYS HOME HEALTH CARE,"67 HUNT STREET, SUITE 102",AGAWAM,1001,4137890027,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/9/1994,4.5,98.5,99.3,82.4,87.7,18.1,14.1,Same As Expected
MA,227289,PERSONAL TOUCH HOMECARE SERVICES,421B FAUNCE CORNER ROAD,NORTH DARTMOUTH,2747,5089954242,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/10/1994,4,97.9,98.7,66.1,86.2,18.7,13.4,Worse Than Expected
MA,227290,"SUBURBAN HOME HEALTH CARE, INC","1050 COMMONWEALTH AVENUE, SUITE 300",BOSTON,2115,6172647100,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/1/1994,3,95.9,99.1,93.1,53.8,12.6,10,Same As Expected
MA,227302,BROOKDALE HOME HEALTH BOSTON,"512 MAIN STREET, SUITE 211",SHREWSBURY,1545,6177733073,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/18/1982,4.5,98.2,98.4,89,81.9,15.8,16.9,Same As Expected
MA,227403,SPECTRUM HHC,770 CONVERSE STREET,LONGMEADOW,1106,4135674600,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,11/22/1994,3,93.2,93.4,89.8,80.2,15.6,12,Same As Expected
MA,227407,EPIC HEALTH SERVICES INC,"67 MILLBROOK STREET, SUITE 401",WORCESTER,1606,5086280850,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/17/1994,2,88,96.1,56.2,62.2,16,9.4,Worse Than Expected
MA,227411,WINCHESTER HOME CARE,800 W CUMMINGS PARK STE 5000,WOBURN,1801,7817562488,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,6/27/1995,3.5,98.5,98.2,93.2,74.1,17.7,10.6,Same As Expected
MA,227422,HEBREW SENIORLIFE - HOME HEALTH CARE,29 NEWBRIDGE WAY,DEDHAM,2026,7812349900,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,10/18/1995,3.5,98.9,97.4,77.1,67.1,14.9,10,Same As Expected
MA,227426,GENTIVA HEALTH SERVICES,88 ROUTE 6A 101,SANDWICH,2563,5088882932,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/1/1996,4.5,99.1,98.1,91.8,83.5,16.6,13.2,Same As Expected
MA,227433,CAPUANO HOME HEALTH CARE  INC,265 BENTON DRIVE #  201,EAST LONGMEADOW,1028,4135252124,Proprietary,TRUE,TRUE,FALSE,FALSE,TRUE,5/20/1996,2.5,92.6,100,47.3,46.3,,,Not Available
MA,227485,NIZHONI HEALTH SYSTEMS,"5 MIDDLESEX AVE, 4TH FL, ASSEMBLY SQ OFFICE PARK",SOMERVILLE,2145,6176233211,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/9/2005,3.5,88.3,99.8,38.1,78.1,16.2,15.4,Same As Expected
MA,227441,MERCY HOME CARE,"200 HILLSIDE CIRCLE, SUITE 2",W SPRINGFIELD,1089,4135360503,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/18/1996,3.5,97.5,99.3,92.7,69.3,19.7,13.5,Worse Than Expected
MA,227442,UNITED HOME CARE SERVICES,119 REAR FOSTER STREET,PEABODY,1960,9789429808,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/2/1996,3,100,99.3,72.5,49.5,17.5,11.2,Same As Expected
MA,227443,OVERLOOK VISITING NURSE ASSOCIATION INC,1 WELBY STREET,NEW BEDFORD,2745,5089908160,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,9/3/1996,3.5,98,97.8,71.9,73,18,13.8,Same As Expected
MA,227450,CHELSEA JEWISH VISITING NURSE AGENCY,123 CAPTAIN'S ROW,CHELSEA,2150,6178870826,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,12/10/1996,3,96.7,79.6,73.9,73.2,9.8,15.5,Same As Expected
MA,227456,HOME CARE SOLUTIONS,"176 EAST MAIN STREET, SUITE 1",WESTBORO,1581,5083661766,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/5/1997,3,90.9,96.8,86.2,69.8,17.1,14.2,Same As Expected
MA,227462,NORTH HILL HOME HEALTH CARE INC,865 CENTRAL AVE SUITE F-308,NEEDHAM,2492,7814336609,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,5/8/1997,3.5,92.1,98,81.6,72.4,11.2,13.9,Same As Expected
MA,227465,OVERLOOK VISITING NURSE ASSOCIATION INC,88 MASONIC ROAD,CHARLTON,1507,5087923460,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,9/4/1997,3,91,95.1,74.8,74.5,19,11.7,Worse Than Expected
MA,227475,MEDICAL RESOURCES HOME HEALTH,320 NEVADA STREET SUITE 201,NEWTON,2460,6179697517,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/26/2003,3.5,92.4,99.2,78.7,80,17.5,12.7,Same As Expected
MA,227476,INTERNATIONAL HEALTH SOLUTIONS,260 COTTAGE STREET,SPRINGFIELD,1104,4137345200,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/26/2003,3,97.9,99.7,80.9,68.8,15.2,11.5,Same As Expected
MA,227478,"ABP BEST HOME CARE AGENCY, INC",214 LINCOLN STREET,ALLSTON,2134,6177798400,Proprietary,TRUE,FALSE,FALSE,FALSE,TRUE,5/10/2004,3.5,85.9,95.9,56.5,76.6,9.2,10.4,Not Available
MA,227479,KINDRED AT HOME - MARLBOROUGH,"313 BOSTON POST ROAD WEST, STE 280",MARLBOROUGH,1752,5084814930,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/25/2004,4.5,98.3,99.7,93.7,87.5,20.6,11.1,Same As Expected
MA,227484,"FAMILY CARE EXTENDED, INC","687 HIGHLAND AVENUE, 3RD FLOOR",NEEDHAM,2494,7814495155,Proprietary,TRUE,TRUE,FALSE,FALSE,TRUE,7/6/2005,5,98.9,100,99.6,86.6,13.3,13.8,Same As Expected
MA,227486,"BROOKSBY VILLAGE, INC",300 BROOKSBY VILLAGE DRIVE,PEABODY,1960,9785367868,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,10/5/2005,4,95.8,99.7,98.4,70.6,17.7,12.2,Same As Expected
MA,227489,INTERNATIONAL HEALTH SOLUTIONS,319A ALLSTON STREET,BRIGHTON,2135,9786891907,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/5/2006,2.5,96.8,98.9,85.1,17.1,23.2,5,Same As Expected
MA,227491,"ACCLAIM HOME HEALTH CARE, INC",120 STAFFORD STREET SUITE 206,WORCESTER,1603,5084596937,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/11/2006,4,99.4,100,97.5,67.9,16.3,8.6,Same As Expected
MA,227494,ART OF CARE INC,"121 HARVARD AVENUE, 2ND FL",ALLSTON,2134,6177877799,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/12/2006,3.5,96.7,99.5,69.4,71.2,18.5,11.4,Same As Expected
MA,227496,"ABLE HOME CARE, LLC","270 UNION STREET, SUITE 201",LYNN,1901,7815811181,Proprietary,TRUE,FALSE,FALSE,FALSE,TRUE,2/8/2007,2.5,93.1,98.4,74.5,52.4,24.1,9.4,Worse Than Expected
MA,227499,EXCEL HOME CARE SERVICES INC,"185 WEST AVENUE, SUITE 103",LUDLOW,1056,4135832005,Proprietary,TRUE,TRUE,FALSE,FALSE,TRUE,7/17/2007,3,94,100,76.6,59.7,22.5,12.8,Same As Expected
MA,227500,ENCOMPASS HOME HEALTH OF NEW ENGLAND,"110 HAVERHILL ROAD, SUITE 402",AMESBURY,1913,9783884500,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/10/2007,3.5,97.2,99.3,63.1,70.5,18.1,16.1,Worse Than Expected
MA,227514,"ACE MEDICAL SERVICES, INC","90 MADISON STREET, SUITE 600",WORCESTER,1608,5087923800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,11/5/2009,2,86,90.7,53.8,53,20.7,11.1,Not Available
MA,227515,JHC HOMECARE,629 SALISBURY STREET,WORCESTER,1609,5087130538,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,1/22/2010,2.5,93.7,96.2,93.4,60.5,20,9.2,Worse Than Expected
MA,227503,GREAT LAKES CARING,350 R MERRIMAC STREET,NEWBURYPORT,1950,9784620209,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/30/2008,3.5,95.3,98.8,89.2,77.5,16.8,17,Worse Than Expected
MA,227504,"GUARDIAN HOME HEALTH CARE, LLC","320 WEST CENTER STREET, 2ND FLOOR",W BRIDGEWATER,2379,5085885811,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/26/2008,3,94.2,100,59.5,75.1,37.6,16.7,Same As Expected
MA,227505,"COMFORT HOME CARE, LLC",147 PELHAM STREET,METHUEN,1844,9786854700,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/30/2008,3,98.8,99.8,66.3,75.9,30.2,8.6,Worse Than Expected
MA,227507,"GREATER BOSTON HOME HEALTH CARE, LLC",2001 BEACON STREET SUITE 200,BRIGHTON,2135,6179383860,Proprietary,TRUE,FALSE,TRUE,TRUE,TRUE,9/23/2008,3.5,95.1,95.1,91,68.3,12.2,14.3,Not Available
MA,227509,PRIMARY HOMECARE SPECIALTIES,"75 ADAMS STREET, SUITE D",MILTON,2186,6176960600,Proprietary,TRUE,FALSE,FALSE,FALSE,TRUE,4/22/2009,5,97.5,100,85.7,100,14.6,12,Same As Expected
MA,227511,REHAB AT HOME,"ONE FATHER DEVALLES BLVD, SUITE 401",FALL RIVER,2723,5086735500,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/25/2009,2.5,99.1,83,75.5,50.8,16.1,10.7,Not Available
MA,227513,"ABBOTT HOME HEALTH CARE, INC","1 KIDDIE DRIVE, SUITE 106",AVON,2322,7813440344,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/5/2009,3.5,93.1,98.9,90.5,72.8,22.5,14,Worse Than Expected
MA,227516,GUARDIAN HEALTHCARE,418C CENTRE STREET,JAMAICA PLAIN,2130,6174778290,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/26/2010,3,98.8,95,71.7,66.8,24.2,14.5,Same As Expected
MA,227517,NEIGHBORHOOD HOME CARE LLC,"145 MUNROE STREET, SUITE 407",LYNN,1902,7815920511,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/4/2010,2,80.7,98.2,86,38.6,,,Not Available
MA,227518,METROPOLITAN HOME CARE INC,"18 HAMMOND STREET, SUITE 102",WORCESTER,1610,6172029090,Proprietary,TRUE,TRUE,TRUE,FALSE,TRUE,3/23/2010,2,56.9,92.2,33.3,61.4,,,Not Available
MA,227521,MEDICAL PROFESSIONAL STAFFING & FAMILY HOME CARE,"264 UNION AVENUE, SUITE 001",FRAMINGHAM,1702,7742444128,Proprietary,TRUE,FALSE,FALSE,TRUE,TRUE,5/7/2010,3,95,100,73.3,44.7,,,Not Available
MA,227523,ALPHACARE HOME HEALTH AGENCY,"25 MARKET STREET, UNIT 9",SWANSEA,2777,6176004547,Proprietary,TRUE,FALSE,FALSE,FALSE,TRUE,8/8/2010,2.5,92.9,100,76.1,46.2,,,Not Available
MA,227524,"BOSTON HOME HEALTH AIDES, LLC",1 UNION STREET,LAWRENCE,1840,6172640200,Proprietary,FALSE,FALSE,FALSE,FALSE,TRUE,10/7/2010,1.5,90.9,94.7,45.3,31.5,,,Not Available
MA,227525,"STANDARDS CARE STAFFING, INC",100 CUMMINGS CENTER,BEVERLY,1915,9789220088,Proprietary,TRUE,TRUE,TRUE,FALSE,TRUE,10/19/2010,1.5,74.7,97.4,34.7,34.7,,,Not Available
MA,227527,"COMPASSIONATE HOMECARE, LLC",16 MILL STREET,FITCHBURG,1420,8009916596,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/24/2011,2,87,98.6,71,68.7,,,Not Available
MA,227529,CARE FOR LIFE HOME HEALTH AGENCY LLC,"101 ACCESS ROAD, SUITE 204",NORWOOD,2062,7813498178,Proprietary,TRUE,TRUE,TRUE,FALSE,TRUE,3/8/2011,3,100,100,60.4,55.5,11.8,15.3,Not Available
MA,227530,TRINITY HOME CARE INC,336 GRATTON STREET,CHICOPEE,1020,4133313294,Proprietary,TRUE,TRUE,TRUE,FALSE,TRUE,5/2/2011,3.5,96.1,98.7,46.2,58.2,,,Not Available
MA,227532,"CENTRAL HOME HEALTH CARE, INC",90 OAK STREET SUITE 405,NEWTON UPPER FALLS,2464,6175590200,Proprietary,TRUE,TRUE,TRUE,FALSE,TRUE,7/13/2011,2.5,98.3,99.6,92.5,26.8,17.4,5.5,Not Available
MA,227550,ALL AT HOME HEALTH CARE LLC,"20 LINDEN STREET, 2ND FLOOR",ALLSTON,2134,6177829900,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/9/2012,3.5,89.2,91.8,70.1,90.2,10.3,7.2,Same As Expected
MA,227551,"BAYADA HOME HEALTH CARE, INC","2000 COMMONWEALTH AVE, SUITE 320",NEWTON,2466,6179692600,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/27/2012,4,99,99.7,93.2,66.3,19.3,9.9,Same As Expected
MA,227552,"BAYADA HOME HEALTH CARE, INC","1 WEST BOYLSTON STREET,  SUITE 201",WORCESTER,1605,5088534100,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/9/2012,4.5,97.8,99.6,93.7,85.9,17.5,12,Same As Expected
MA,227611,EXCELLA HOME HEALTH,123 PARK AVENUE,WEST SPRINGFIELD,1089,4137328700,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/23/2015,3.5,98.1,98.4,84.9,70.7,19,18.6,Same As Expected
MA,227536,"AT HOME SENIOR CARE, INC","1340 CENTRE STREET, SUITE 208",NEWTON,2459,6176634881,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/3/2011,3.5,99.4,98.9,76.9,61.9,15.5,10.1,Not Available
MA,227537,BAYADA HOME HEALTH CARE INC,"20 NORTH PARK AVENUE, SUITE 1300",PLYMOUTH,2360,5088300999,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/1/2011,3.5,97.4,99.2,77.9,67.6,19.8,13.2,Worse Than Expected
MA,227538,"ALTERNATIVE HOME HEALTH CARE, LLC","12 BALDWIN STREET, SUITE 1",METHUEN,1844,9786577444,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/1/2011,3.5,92.7,99.1,71.2,77.7,19.5,8.3,Same As Expected
MA,227539,"BAYADA HOME HEALTH CARE, INC","80 DAVIS STRAITS, BLDG A, UNIT 104",FALMOUTH,2540,5085408770,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/9/2011,3.5,97.3,99.1,72.4,73.2,19.1,11.4,Worse Than Expected
MA,227541,"BEYOND HEALTHCARE AGENCY, LLC","10 NEW ENGLAND BUSINESS CENTER, SUITE 105",ANDOVER,1810,9789309410,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,11/3/2011,2,94.9,100,59.6,28.5,,,Not Available
MA,227546,NEW ENGLAND HOMECARE SOLUTIONS INC,1565 LAKEVIEW AVE,DRACUT,1826,9784554035,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/23/2011,2,93.9,97,43.1,35,,,Not Available
MA,227547,"PEACE AND HARMONY HOMECARE, LLC","34 SCHOOL STREET, SUITE 215",FOXBOROUGH,2035,7742155468,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/4/2012,3,91,97,90.2,54.3,,,Not Available
MA,227548,EZ HEALTHCARE OF BOSTON GROUP INC,73 CEDAR STREET,ROXBURY,2119,6179473311,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/14/2012,1.5,79.2,94.1,62.2,39.8,,,Not Available
MA,227549,FOSTER HEALTH SYSTEMS,"4 CABOT PLACE, SUITE 1",STOUGHTON,2072,6172730111,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/10/2012,3.5,99.5,98.9,79.2,75.9,,,Not Available
MA,227554,ALLIED HEALTH SYSTEMS LLC,1145 MAIN ST. STE 221,SPRINGFIELD,1103,4137330044,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/3/2012,2.5,97.4,97.4,75,64.9,,,Not Available
MA,227555,VISITING REHAB AND NURSING SERVICES,"125 HIGH STREET,",MANSFIELD,2048,7812812235,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/4/2012,3.5,96.6,78.7,72.9,71.6,18.8,5.1,Not Available
MA,227556,ALTRANAIS HOME CARE LLC,"255 PARK AVENUE, SUITE 703",WORCESTER,1609,9786400066,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/17/2012,1,56.5,78.7,31.7,28.6,,,Not Available
MA,227557,ESSY HOMECARE AND NURSING SERVICES INC,"1 BRIDGEVIEW CIRCLE, BLDG D, UNIT 2",TYNGSBORO,1879,9787352745,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/24/2012,2,95.1,93.6,56.4,50.5,,,Not Available
MA,227558,"AFYA HOME CARE, LLC","439 SOUTH UNION STREET, SUITE B12",LAWRENCE,1843,9782587271,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/24/2012,2,91.1,95.8,44.1,57.3,,,Not Available
MA,227559,MAESTRO-CONNECTIONS VNA,"1 SAINT MARK STREET, SUITE D",AUBURN,1501,7743216020,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/8/2012,1,61.3,90.8,53.5,37.2,,,Not Available
MA,227561,ICK-ASSURANCE HOME HEATLH CARE INC,5 PARK STREET,LEOMINSTER,1453,9785340081,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/9/2013,2.5,90.6,96.2,54.5,62.2,,,Not Available
MA,227562,"AVENUE HOMECARE SERVICES, INC",280 HAVERHILL STREET,LAWRENCE,1840,9783239729,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/25/2013,2,82.8,90.2,45.3,58.9,,,Not Available
MA,227563,CENTURY HOMECARE LLC,"65 WATER STREET, UNIT 2",WORCESTER,1604,5083869761,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/26/2013,2,88.3,98,39.3,60.4,17.3,13.9,Same As Expected
MA,227564,INDEPENDENT AT HOME LLC,"56 CHERRY ST, 3RD FLOOR",BROCKTON,2301,8005932454,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,9/12/2013,2,92.3,99.2,67.8,45.2,,,Not Available
MA,227565,"LIVING WISDOM HOME HEALTH AGENCY, LLC",189 BELMONT ST,BROCKTON,2301,6177335159,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/24/2013,2,92.3,84,47.9,72.3,,,Not Available
MA,227566,"APEX K HOME CARE, INC","23 MIDSTATE DRIVE, SUITE 214",AUBURN,1501,7742431179,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,6/1/2013,2,76.1,98.5,65.6,57.2,,,Not Available
MA,227567,BETTER CARE HOME HEALTH INC,90 MAIN ST THIRD FLOOR,LEOMINSTER,1453,9785372273,Proprietary,TRUE,TRUE,FALSE,FALSE,TRUE,10/4/2013,3,92,98.6,73.2,,17.9,15.6,Not Available
MA,227569,PATHWAYS HEALTHCARE,400 CROWN COLONY DRIVE SUITE 202,QUINCY,2169,6174819077,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/1/2013,3.5,92.6,98.7,80.7,80.8,16.4,15.5,Same As Expected
MA,227570,CARE RESOURCE,74 FAUNCE CORNER RD SUITE 610,DARTMOUTH,2747,7749927068,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/17/2013,2.5,99.3,87.4,31.4,70.9,15.9,11.5,Same As Expected
MA,227572,SECURE HOME HEALTH CARE INC,"891 HYDE PARK AVENUE, 3RD FLOOR",HYDE PARK,2136,6176245005,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/18/2013,2.5,87.5,93,42.3,59.4,16.3,15.8,Not Available
MA,227573,PRESTIGE HEALTH CARE SERVICES INC,"340 MAIN STREET, SUITE 977",WORCESTER,1608,5087577878,Proprietary,FALSE,FALSE,FALSE,FALSE,TRUE,8/16/2013,1.5,84.7,89.8,52.1,41,,,Not Available
MA,227574,"LIFESTREAM HEALTHCARE ALLIANCE, LLC",50 ELM ST. UNIT B,SOUTHBRIDGE,1550,5088731763,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/6/2013,2,76.8,89.5,54.7,55.7,,,Not Available
MA,227575,AMIGOS HOMECARE LLC,49 BLANCHARD ST SUITE 101,LAWRENCE,1843,9788845565,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/13/2013,1.5,88.5,94.1,46.9,63.3,,,Not Available
MA,227576,"BAYADA HOME HEALTH CARE, INC","300 CONGRESS STREET, SUITE 401B",QUINCY,2169,6174721333,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/27/2013,4,97.1,100,79.4,66.7,13.1,17.5,Same As Expected
MA,227578,"A B HOME HEALTH CARE, LLC",1989 COLUMBUS AVENUE,BOSTON,2119,8572024000,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/11/2014,1.5,83.3,80,25.9,,,,Not Available
MA,227579,"HIGHLY VISIONED, LLC",125 MAIN STREET,STONEHAM,2180,9784574273,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/26/2013,2,91.4,91.1,81.8,36.7,,,Not Available
MA,227580,GENTLE HOME CARE SERVICES,49 BLANCHARD STREET SUITE 304,LAWRENCE,1843,9782588479,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/17/2014,2,93.1,95.9,63.2,62.7,,,Not Available
MA,227581,COMPASSIONATE HEALTHCARE SYSTEMS LLC,"1275 ELM STREET, SUITE D",WEST SPRINGFIELD,1089,8603344835,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/29/2014,2,96.7,98.1,85.2,61.9,,,Not Available
MA,227582,"PATIENT CARE SOLUTIONS, LLC",330 LYNNWAY STE 208,LYNN,1901,7815950311,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/16/2014,3,93.4,97.1,79.4,79.6,,,Not Available
MI,237504,OPTIMAL CARE,"30600 TELEGRAPH ROAD, SUITE 3275",BINGHAM FARMS,48025,2487239613,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/25/2004,3.5,99.8,100,81.4,60,17.9,11.2,Same As Expected
MA,227584,CARETENDERS,"330 WHITNEY AVE, SUITE 450",HOLYOKE,1040,4135921762,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/10/2014,3.5,99.4,97,87.8,66.4,19.8,14.9,Same As Expected
MA,227586,"METROPOLITAN HOME CARE, LLC","290 CENTRE STREET, SUITE 203",NEWTON,2458,6176581888,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/19/2013,3.5,95.6,99.6,58.1,74.9,17.6,18,Not Available
